Table S7: Significant and stability-selected host gene-microbe associations at FDR < 0.1 for IBD data,,,,,,,,,
,,,,,,,,,
gene,taxa,final_model_r.sqr,final_model_r.sqr.adj,pval,ci.lower,ci.upper,Bonferonni_global,BY_global,BH_global
DNAL1,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;[Eubacterium] hallii group,0.5236499,0.4541821,9.05E-05,-0.09512897,-0.03165247,1,0.463994318,0.031409014
RNF144B,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.3838698,0.3355458,9.18E-05,-0.3884465,-0.1291068,1,0.469320087,0.03176953
AOC2,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.1787533,0.163545,9.20E-05,-0.1841286,-0.06118513,1,0.470207844,0.031829624
ZNF780A,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Granulicatella,0.4284283,0.3712711,9.26E-05,-0.1542224,-0.05121935,1,0.472215862,0.031965553
LAMC1,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.3618348,0.2980183,9.35E-05,-0.4044074,-0.1342007,1,0.475944663,0.032217965
SNCAIP,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.2488531,0.2205079,9.39E-05,-0.444641,-0.1474958,1,0.477571857,0.032328114
ANGPT2,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.1274343,0.1112756,9.43E-05,-0.5516105,-0.1829274,1,0.478878182,0.032416543
NUDT8,Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Faecalitalea,0.4792919,0.4033553,9.48E-05,-0.1952651,-0.06472242,1,0.481010852,0.032560909
KYNU,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.205328996,0.175341411,9.50E-05,-0.819556398,-0.271600996,1,0.481766916,0.032612089
CD84,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.6162146,0.5202683,9.52E-05,-0.4072408,-0.1349404,1,0.482416884,0.032656087
TMEM120A,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.3418533,0.2902339,9.53E-05,0.09343456,0.2820099,1,0.482885542,0.032687812
DLC1,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.4087157,0.3495873,9.62E-05,-0.4306319,-0.1425631,1,0.486444931,0.032928756
THBD,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.2222829,0.1929351,9.63E-05,-0.6160817,-0.2039372,1,0.486903767,0.032959816
CCDC115,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.6132554,0.4935488,9.72E-05,0.05156376,0.1558826,1,0.490520318,0.03320463
MMP10,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.340009795,0.288245858,9.72E-05,-1.170811665,-0.387272063,1,0.49064742,0.033213234
GPR85,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.2833988,0.2420564,9.73E-05,-0.2768303,-0.09156169,1,0.490924478,0.033231989
GPR39,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.1839622,0.1531683,9.92E-05,0.1102265,0.3337977,1,0.498436307,0.033740484
SPECC1L,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.2901459,0.2491928,9.95E-05,0.08608312,0.260762,1,0.500083144,0.033851963
PPP1R11,Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Micrococcaceae,0.4997765,0.4385247,0.000100289,0.05502812,0.1667972,1,0.503311974,0.034070531
PEX11A,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.1441743,0.111879,0.000100584,0.1289981,0.3911064,1,0.504322761,0.034138954
AOC3,Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Micrococcaceae,0.3267561,0.2739526,0.000100622,-0.6062228,-0.1999432,1,0.504398213,0.034144062
WARS,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.1482204,0.1160777,0.000101516,-0.6566552,-0.2164151,1,0.507155303,0.034330697
FAM83G,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.3532955,0.3288915,0.000101623,0.08169289,0.2478977,1,0.507450602,0.034350686
ATG4D,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.5910597,0.5314226,0.000101726,0.07611349,0.2309868,1,0.507693224,0.03436711
MAP9,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.4399021,0.3445663,0.000101725,-0.3727058,-0.1228121,1,0.507693224,0.03436711
TMPRSS4,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.451204,0.4081611,0.000102892,0.1176393,0.3573525,1,0.512209656,0.034672839
CHFR,Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Micrococcaceae,0.09300815,0.05878204,0.000103146,0.06250702,0.189917,1,0.51264557,0.034702347
DAGLA,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.1658892,0.1344133,0.000103475,0.09334908,0.283702,1,0.514044179,0.034797023
NUAK2,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.2097848,0.1478071,0.000103577,0.1144839,0.3479633,1,0.514199095,0.03480751
EGFL8,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnospiraceae NK4A136 group,0.1789094,0.1479249,0.00010431,0.04216459,0.1282321,1,0.516324609,0.034951391
SEMA6A,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.1268742,0.09392609,0.000104316,0.131743,0.4006626,1,0.516324609,0.034951391
SEMA4G,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.4738836,0.4326195,0.00010453,0.1231815,0.3746899,1,0.517144347,0.035006882
SRGAP2,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.3392237,0.2873981,0.000104789,-0.3155095,-0.1037037,1,0.517954144,0.035061699
RXRA,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.1178798,0.08459221,0.000105094,0.08156168,0.2482058,1,0.518749463,0.035115536
PRDM6,Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Micrococcaceae,0.2195584,0.1583472,0.000106079,-0.3934171,-0.1291762,1,0.5225353,0.03537181
ARL10,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.3070112,0.2526591,0.000106176,-0.3465314,-0.1137726,1,0.522895837,0.035396215
NLN,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminiclostridium 5,0.4640688,0.4331497,0.000106425,0.06488311,0.1976621,1,0.523643565,0.035446831
UBXN8,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcaceae NK4A214 group,0.3587301,0.3084345,0.000106548,-0.1523002,-0.04998802,1,0.524008558,0.035471538
KIAA0319L,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.6266463,0.5110845,0.000106589,0.0424423,0.1293146,1,0.524092345,0.03547721
TACC2,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.2386335,0.1947085,0.00010688,0.1081603,0.3296233,1,0.524927191,0.035533723
CES2,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.2168884,0.187337,0.000107881,0.1486753,0.4534561,1,0.529121597,0.035817654
PRDX6,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.3551745,0.3046,0.000108483,0.1348326,0.4114324,1,0.531060536,0.035948906
AK8,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcaceae NK4A214 group,0.07790518,0.04310915,0.000108587,0.0808677,0.2467825,1,0.531371343,0.035969945
HMG20B,Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Faecalitalea,0.6014865,0.5018582,0.000108693,-0.1589494,-0.0520815,1,0.531531739,0.035980803
SCML1,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Granulicatella,0.4419917,0.3736642,0.000109017,-0.1961327,-0.06424857,1,0.5326348,0.036055472
ALKBH6,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnospiraceae NK4A136 group,0.1349066,0.1022616,0.000109411,0.0393607,0.1201943,1,0.53383433,0.036136671
PTPN13,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.5467825,0.4806883,0.000111421,-0.3334894,-0.1090387,1,0.542293039,0.036709264
TMEM63B,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.2740451,0.2466506,0.000111505,0.08317102,0.2543912,1,0.542460333,0.036720588
SLC39A6,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.3136009,0.274001,0.000111838,-0.2416356,-0.07898037,1,0.543712968,0.036805383
FGFR1OP,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnospiraceae NK4A136 group,0.4326783,0.3759462,0.000112553,0.03053869,0.09348271,1,0.546212383,0.036974575
IL36G,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Flavonifractor,0.149313,0.1335595,0.000112516,-0.1645771,-0.05376515,1,0.546212383,0.036974575
MEFV,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.3032407,0.2630431,0.000112575,-0.6011518,-0.1963794,1,0.546212383,0.036974575
TNFSF13B,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.3229286,0.269825,0.000112714,-0.5142247,-0.1679648,1,0.546617446,0.037001994
WASF1,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.305978,0.2365758,0.000112704,-0.196036,-0.0640331,1,0.546617446,0.037001994
FILIP1L,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.4415859,0.3601505,0.000112817,-0.5377636,-0.1756396,1,0.546871391,0.037019185
PGP,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae,0.6148874,0.5395393,0.000112952,0.0414245,0.1268444,1,0.547280156,0.037046855
LCP2,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.2609075,0.2330172,0.000113194,-0.5595873,-0.1827147,1,0.548208216,0.037109678
SPINT1,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.3999562,0.377313,0.00011389,0.1106786,0.3391474,1,0.551224201,0.037313838
IL6ST,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.4743481,0.4217829,0.000115292,-0.2347309,-0.07652155,1,0.555751257,0.037620286
TMEM252,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Tyzzerella,0.3062985,0.2518906,0.000115347,0.04426046,0.1357752,1,0.555892804,0.037629868
TINCR,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.07806695,0.04327703,0.000115517,0.1627493,0.4993204,1,0.556464739,0.037668584
SMAP2,Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Holdemanella,0.2108925,0.1653671,0.00011598,0.07689011,0.2359835,1,0.558568586,0.037810999
QPRT,Bacteria;Firmicutes;Negativicutes;Selenomonadales;Acidaminococcaceae,0.2478707,0.2044786,0.000116087,-0.3581734,-0.1166936,1,0.558837112,0.037829176
NR4A3,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.1724128,0.1570872,0.000117214,-0.6278499,-0.2043825,1,0.563257686,0.038128417
EFNA4,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.3695595,0.333188,0.000118061,0.07708031,0.2369345,1,0.566567723,0.038352482
RNPC3,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnospiraceae NK4A136 group,0.2526603,0.2244588,0.000118153,0.04253371,0.1307519,1,0.566761229,0.038365581
HECTD3,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.2800198,0.2528508,0.000119752,0.06627714,0.203981,1,0.572394656,0.038746923
FOXQ1,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.8524817,0.7864867,0.000120199,-0.3278168,-0.1064788,1,0.57377087,0.038840082
ST8SIA4,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.2764414,0.2491373,0.000120355,-0.4598746,-0.1493558,1,0.574133464,0.038864627
ABL2,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;[Eubacterium] hallii group,0.4592996,0.3804474,0.000120615,-0.1549991,-0.05033031,1,0.574991842,0.038922733
CSF2RA,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.7484154,0.6260229,0.000120882,-0.3353417,-0.1088688,1,0.575746351,0.038973808
GPX7,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.2956654,0.2550307,0.000121412,-0.3735378,-0.1212226,1,0.57736739,0.03908354
TMEM178A,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnospiraceae NK4A136 group,0.2578009,0.2297934,0.000121438,0.04801993,0.1479724,1,0.57736739,0.03908354
TMEM184A,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.4691432,0.4041403,0.000121918,0.1141406,0.351844,1,0.579159296,0.039204839
CASS4,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.2477462,0.2043469,0.000122106,-0.4863113,-0.1577413,1,0.579697455,0.039241269
LDLRAP1,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.4006402,0.3660617,0.000122335,0.04789124,0.1476716,1,0.580504255,0.039295883
ARL4C,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.196775,0.1664646,0.000122971,-0.4576463,-0.148351,1,0.582240738,0.03941343
AOC1,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.5283499,0.4811849,0.000123049,0.1193609,0.3682358,1,0.582484737,0.039429947
BMF,Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Dialister,0.2281482,0.1990217,0.000124456,-0.1938112,-0.06275942,1,0.587597943,0.039776074
CDHR5,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.2267543,0.1975753,0.000124754,0.1452827,0.4487514,1,0.58848896,0.039836389
CATSPERB,Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Micrococcaceae,0.6014327,0.5433083,0.00012531,0.143485,0.4433733,1,0.590085035,0.039944432
KNDC1,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Roseburia,0.6201106,0.5025258,0.000126483,0.02709874,0.0838052,1,0.59438774,0.040235693
SOX2,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Odoribacter,0.3000063,0.2735915,0.000126499,0.05187574,0.1604321,1,0.59438774,0.040235693
CACNB3,Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Holdemanella,0.1692531,0.1379042,0.000126594,-0.1649471,-0.05333213,1,0.594701934,0.040256962
PTPRC,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.282719,0.2413374,0.000127612,-0.6190446,-0.2000123,1,0.597537225,0.04044889
CLIC2,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.2049384,0.1749361,0.000127693,-0.4278687,-0.1382359,1,0.597597164,0.040452948
POR,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.4579925,0.3916243,0.00012769,0.05136175,0.1589749,1,0.597597164,0.040452948
ZNF562,Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae,0.286016,0.2448246,0.000128438,0.05583862,0.1729217,1,0.600363757,0.040640226
PMEL,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.333725,0.2952861,0.000128703,0.04795536,0.1485361,1,0.601213078,0.040697719
DUSP8,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.451073,0.4303588,0.000128879,0.09854322,0.305263,1,0.601771676,0.040735532
COL26A1,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Odoribacter,0.9370925,0.8982379,0.000129008,0.02673174,0.08281582,1,0.602242894,0.040767429
FXYD3,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.2710861,0.2435799,0.000129378,0.1586298,0.4915662,1,0.60344988,0.040849134
RIPK3,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.4353807,0.3789188,0.000129544,-0.2208336,-0.07125546,1,0.603964709,0.040883984
SMPDL3B,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.201362,0.1552868,0.000130218,0.09901453,0.3070064,1,0.606583347,0.041061246
RBMS1,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.2865886,0.2306347,0.000130758,-0.5018842,-0.1618059,1,0.608833388,0.041213558
PPFIBP2,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.3043438,0.2497825,0.000130803,0.07670756,0.2379363,1,0.608912123,0.041218887
CYP2S1,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.3123602,0.2584277,0.000131108,0.1617547,0.5018456,1,0.61007179,0.041297388
CCDC167,Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Holdemanella,0.2002081,0.1374793,0.00013165,0.07622816,0.236586,1,0.611332224,0.041382711
MX2,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.2513459,0.2230948,0.000131563,-0.5701111,-0.183701,1,0.611332224,0.041382711
NCF2,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.1241445,0.107925,0.00013167,-0.6614621,-0.2131206,1,0.611332224,0.041382711
RAB8B,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.2409294,0.1971369,0.000131602,-0.3684813,-0.1187288,1,0.611332224,0.041382711
RPL36A,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnospiraceae NK4A136 group,0.7262026,0.649794,0.000131723,0.03046036,0.09454318,1,0.61134985,0.041383904
HPS5,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.4484315,0.3932746,0.000131877,-0.2159371,-0.06956431,1,0.611802144,0.041414521
CAMK1D,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.1620554,0.1304349,0.000132013,0.1176527,0.3652436,1,0.612301567,0.041448328
AMER1,Bacteria;Firmicutes;Negativicutes;Selenomonadales;Acidaminococcaceae,0.3959646,0.3355611,0.000132197,0.03636202,0.1128972,1,0.612895493,0.041488532
FGF9,Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Micrococcaceae,0.2762608,0.2628582,0.000132331,-0.4262984,-0.13729,1,0.613120094,0.041503736
SFMBT2,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.4003401,0.353308,0.000132954,-0.3991108,-0.12848,1,0.614819224,0.041618755
SPPL3,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.2254411,0.180755,0.000133132,0.05182638,0.161013,1,0.615247201,0.041647726
ECH1,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.3150765,0.261357,0.000133446,0.09572839,0.2974698,1,0.616302727,0.041719177
ELK3,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.1875365,0.1406636,0.000133709,-0.4118204,-0.1325039,1,0.617123361,0.041774728
CD93,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.3617855,0.3249654,0.000134138,-0.5589092,-0.1797782,1,0.618565571,0.041872355
RPP21,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnospiraceae NK4A136 group,0.81315,0.7364936,0.000134272,0.02565949,0.07977951,1,0.618794444,0.041887848
ENPP2,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.5177251,0.4356358,0.000134713,-0.4063938,-0.1306699,1,0.620330576,0.041991833
SIGLEC7,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.7032236,0.6204023,0.000135175,-0.2743464,-0.08818474,1,0.621626989,0.042079591
RAPGEFL1,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.2046781,0.1746659,0.000135572,0.1374339,0.4276755,1,0.622791909,0.042158447
PIGS,Bacteria;Firmicutes;Negativicutes;Selenomonadales;Acidaminococcaceae,0.5910538,0.5314158,0.00013577,-0.1159994,-0.03727158,1,0.623437683,0.042202161
IL17RE,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.3098531,0.2838098,0.000135934,0.1078887,0.3358158,1,0.624055329,0.042243971
TRPV3,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Fusicatenibacter,0.4422306,0.4100516,0.000136002,0.1161888,0.3616671,1,0.624201796,0.042253886
NDUFA2,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.5523995,0.4871244,0.000136164,0.05935696,0.1847834,1,0.624449467,0.042270652
ARHGAP35,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.2528733,0.2246799,0.000136356,0.07205161,0.2243316,1,0.624800283,0.042294399
NPHP3,Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Dialister,0.355609,0.3184326,0.0001366,-0.1614918,-0.05186014,1,0.625614112,0.04234949
ASTN2,Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Micrococcaceae,0.0920645,0.07525088,0.000136826,-0.2272739,-0.07297393,1,0.62642188,0.04240417
SENP7,Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Dialister,0.5165441,0.4460402,0.000137302,-0.1071575,-0.03439569,1,0.627934281,0.042506548
RUFY3,Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Faecalitalea,0.4591628,0.4050791,0.000137339,0.03516199,0.1095475,1,0.627970994,0.042509033
MICU2,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Roseburia,0.5365944,0.4459281,0.000137548,-0.1098789,-0.03526353,1,0.62865956,0.042555644
CEP97,Bacteria;Firmicutes;Negativicutes;Selenomonadales;Acidaminococcaceae,0.7150299,0.6437874,0.00013769,0.03609704,0.1124866,1,0.629177266,0.042590689
TPRN,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.6662083,0.6175304,0.000138492,0.09038665,0.2818139,1,0.632487222,0.042814749
DMTF1,Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Dialister,0.5872023,0.5459226,0.00013859,-0.09052452,-0.02903223,1,0.63275394,0.042832804
ZBED1,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.2896787,0.2186466,0.000139213,0.05018574,0.1565464,1,0.634926403,0.042979864
BNIP2,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.3010861,0.2881433,0.000139446,-0.2086826,-0.06688944,1,0.635722439,0.043033749
NUP210,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.314235,0.2604495,0.000139534,-0.3586099,-0.1149394,1,0.63598848,0.043051758
IFRD1,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae,0.4367882,0.3678235,0.000140816,-0.09782381,-0.03132778,1,0.640887392,0.043383379
TRIP10,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae,0.6755084,0.5943854,0.00014136,-0.1005142,-0.03217807,1,0.642277886,0.043477505
FAM98B,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminiclostridium 5,0.6502219,0.581787,0.000141858,0.03849859,0.1202961,1,0.643773061,0.043578717
EVI5L,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcaceae UCG 013,0.4348036,0.3655959,0.000142403,0.04540411,0.1419233,1,0.645251,0.043678763
SLC39A5,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.2438982,0.215366,0.000142387,0.1768513,0.5527932,1,0.645251,0.043678763
PTTG1IP,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.5125546,0.4638101,0.000142464,0.06403942,0.2001811,1,0.645257137,0.043679178
SIX4,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.2125616,0.1828469,0.000143051,-0.3085182,-0.09866015,1,0.647049414,0.043800502
CALU,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.1706703,0.1228243,0.000143214,-0.3377215,-0.1079878,1,0.647223611,0.043812294
RRM2B,Bacteria;Firmicutes;Negativicutes;Selenomonadales;Acidaminococcaceae;Phascolarctobacterium,0.8380886,0.7773718,0.000143258,0.03244205,0.1014623,1,0.647223611,0.043812294
SLC22A18AS,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.1400364,0.1075849,0.000143873,0.1426765,0.4463948,1,0.649194472,0.043945707
MKKS,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.2491361,0.205817,0.000144005,0.05786875,0.1810702,1,0.649648061,0.043976412
PDCD1LG2,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.2795023,0.2379352,0.000144259,-0.5226885,-0.1670205,1,0.650390028,0.044026638
TOX2,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Roseburia,0.4944401,0.3955262,0.000144646,0.06910451,0.2163147,1,0.651726265,0.044117091
PPM1L,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.4348405,0.3524214,0.000144994,0.1045793,0.3274321,1,0.65288657,0.044195635
SIPA1L3,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.1338569,0.1011722,0.000145322,0.08580919,0.2687195,1,0.653817412,0.044258646
SLA,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.3078926,0.2679634,0.000145707,-0.5620907,-0.1794468,1,0.65500204,0.044338837
SLC35F5,Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae,0.6545367,0.5777671,0.00014583,0.04514979,0.141436,1,0.655418564,0.044367033
TSHZ1,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.1462599,0.09700563,0.000146328,0.08965603,0.2809441,1,0.65749939,0.044507889
CFDP1,Bacteria;Firmicutes;Negativicutes;Selenomonadales;Acidaminococcaceae,0.2735231,0.231611,0.000149065,-0.2096947,-0.06680453,1,0.666454988,0.045114118
BCAT1,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.308937,0.269068,0.000149357,-0.5521058,-0.175858,1,0.667348664,0.045174613
ILDR1,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.284326,0.2573194,0.000149592,0.1313878,0.4125517,1,0.667744212,0.045201389
