Table S6: Significant and stability-selected host gene-microbe associations at FDR < 0.1 for CRC data,,,,,,,,,
,,,,,,,,,
gene,taxa,final_model_r.sqr,final_model_r.sqr.adj,pval,ci.lower,ci.upper,Bonferonni_global,BY_global,BH_global
C21orf58,Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;aureus,0.3996832,0.3703995,0.0000109,-0.3232542,-0.1239655,1,0.12445333,0.00804413
APOLD1,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;[Paraprevotellaceae],0.3190621,0.2858456,0.0000113,-0.793497,-0.3037723,1,0.12789482,0.00826657
UBOX5,Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Legionellaceae,0.7497963,0.6926069,0.0000113,0.1189399,0.3107535,1,0.12831896,0.00829399
CYP1B1,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales,0.8220033,0.7448714,0.0000113,0.8654615,2.261321,1,0.12838146,0.00829803
DOK5,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales,0.1730449,0.1327057,0.0000115,0.597321,1.561777,1,0.12982882,0.00839158
G0S2,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales,0.6174576,0.5671231,0.0000119,1.050677,2.752872,1,0.13419719,0.00867393
PITPNM2,Bacteria;Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;adolescentis,0.7815941,0.6970499,0.0000124,-0.4695842,-0.1788069,1,0.13894749,0.00898097
TM4SF4,Bacteria;TM7,0.5954019,0.5421653,0.0000132,-1.163465,-0.4415247,1,0.14624246,0.00945248
SYMPK,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.5409839,0.4665489,0.0000132,-0.331071,-0.125631,1,0.1462897,0.00945554
C5orf58,Bacteria;Synergistetes;Synergistia;Synergistales,0.4365269,0.3623858,0.0000134,0.1343207,0.3543029,1,0.14832995,0.00958741
RIPK3,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.6436721,0.5743862,0.0000134,-0.4185348,-0.1586453,1,0.14865879,0.00960867
TCP11,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;[Paraprevotellaceae];[Prevotella];tannerae,0.4323158,0.3740918,0.0000141,0.1590967,0.4208902,1,0.15491808,0.01001324
TSC2,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.6604893,0.5290658,0.0000142,-0.3822715,-0.144416,1,0.15613392,0.01009183
FAXDC2,Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria,0.7851767,0.7113312,0.0000147,0.2174716,0.5765791,1,0.16006297,0.01034578
EXOC3L4,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.2574299,0.2397496,0.0000147,-0.618815,-0.2333881,1,0.16011269,0.010349
NCF2,Bacteria;Synergistetes;Synergistia;Synergistales,0.6367475,0.5537184,0.0000147,0.1951242,0.5175151,1,0.16074995,0.01039019
CHP2,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Promicromonosporaceae;Cellulosimicrobium,0.8081722,0.7643259,0.0000149,-1.457129,-0.5490107,1,0.16232551,0.01049202
OR13A1,Bacteria;GN02,0.5016479,0.4360753,0.0000155,0.1469947,0.3909686,1,0.167454,0.01082351
RILPL2,Bacteria;Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium,0.6090366,0.533016,0.0000157,-0.3533135,-0.1327282,1,0.16946463,0.01095347
HEXD,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.6695376,0.6159491,0.0000161,-0.4051859,-0.1519801,1,0.17312872,0.0111903
ATP8B4,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales,0.227029,0.1477499,0.0000162,0.6614304,1.764072,1,0.17416849,0.0112575
B3GALT6,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Comamonas,0.4715345,0.4019996,0.0000165,-0.3233286,-0.1211104,1,0.1765862,0.01141377
LNPK,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.4503425,0.3434647,0.0000167,0.1212373,0.3239125,1,0.17833929,0.01152709
SLC2A9,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.1536846,0.1335342,0.0000168,-0.4657709,-0.1742513,1,0.17957876,0.0116072
ICAM3,Bacteria;Synergistetes;Synergistia;Synergistales,0.3846458,0.3036782,0.0000169,0.1544255,0.4128534,1,0.18005891,0.01163823
KCNJ16,Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Jeotgalicoccus,0.4036204,0.3424533,0.0000172,0.2220593,0.5942271,1,0.18245555,0.01179314
HORMAD1,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;[Paraprevotellaceae];[Prevotella];tannerae,0.894743,0.8189579,0.0000177,0.1326777,0.3556602,1,0.18689448,0.01208006
PKD1,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.7270469,0.6332193,0.0000179,-0.4660263,-0.1737001,1,0.18909427,0.01222224
PIWIL1,Bacteria;TM7;TM7-3,0.2831602,0.2481924,0.0000179,0.6730834,1.805877,1,0.18909557,0.01222233
TMEM72,Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas,0.5159492,0.4796454,0.0000183,-0.3346967,-0.1245792,1,0.19260152,0.01244894
FHL3,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales,0.2709717,0.1961996,0.0000185,0.7020272,1.886889,1,0.19371392,0.01252084
FPR1,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales,0.5233269,0.4460286,0.0000185,0.8876332,2.386063,1,0.19404076,0.01254196
MAPK12,Bacteria;Firmicutes;Clostridia;Clostridiales;[Tissierellaceae];Parvimonas,0.257171,0.2209355,0.0000189,0.1155197,0.3108742,1,0.19690735,0.01272725
ZNF584,Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae,0.2390807,0.2209635,0.000019,-0.2369717,-0.0880319,1,0.19778013,0.01278366
BFSP2,Bacteria;GN02,0.4626665,0.358185,0.0000199,0.2192071,0.5917668,1,0.20607644,0.0133199
CCR2,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales,0.3025015,0.2309632,0.00002,0.5965211,1.611202,1,0.20743508,0.01340771
LPIN3,Bacteria;GN02,0.6052098,0.5532638,0.0000203,-0.6362047,-0.2353584,1,0.20970467,0.01355441
CPSF4,Bacteria;Firmicutes;Erysipelotrichi;Erysipelotrichales;Erysipelotrichaceae;Catenibacterium,0.3445791,0.3126074,0.0000205,-0.5770619,-0.2133671,1,0.21112584,0.01364627
COX7A1,Bacteria;Firmicutes;Clostridia;Clostridiales;[Tissierellaceae];Peptoniphilus,0.6448841,0.5074198,0.000021,0.1670332,0.4524327,1,0.2151819,0.01390843
LCP2,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales,0.5573177,0.4712406,0.000021,0.6642855,1.799334,1,0.2151819,0.01390843
UGT2A3,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Promicromonosporaceae;Cellulosimicrobium,0.6694746,0.6259844,0.0000212,-1.867873,-0.6892633,1,0.21645567,0.01399077
CD163,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales,0.2454057,0.1888112,0.0000213,1.281281,3.473353,1,0.21748608,0.01405737
B4GALNT1,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales,0.5368848,0.4310299,0.0000214,0.4561933,1.237187,1,0.2186183,0.01413055
MOB2,Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Legionellaceae,0.8810666,0.8401833,0.0000215,0.1095851,0.2972915,1,0.21970645,0.01420088
PXDC1,Bacteria;Firmicutes;Clostridia;Clostridiales;[Tissierellaceae];Peptoniphilus,0.6019144,0.4965388,0.000022,0.2297084,0.6239306,1,0.22347098,0.0144442
FAM173A,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.3562187,0.3248147,0.0000222,-0.4191936,-0.1542279,1,0.22559674,0.0145816
APOM,Bacteria;Firmicutes;Clostridia;Clostridiales;Veillonellaceae,0.7455221,0.6781603,0.0000232,0.07617926,0.2076189,1,0.233805,0.01511215
HIST1H2AC,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.6255974,0.5975173,0.0000234,0.2091693,0.5703952,1,0.23541469,0.01521619
RSBN1,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.4950515,0.4131679,0.000024,0.1157775,0.3161958,1,0.23983856,0.01550213
BMI1,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.2549529,0.1990743,0.000024,0.147021,0.4015616,1,0.24003591,0.01551489
CASS4,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales,0.3435138,0.2761819,0.0000244,0.6263311,1.712735,1,0.2432751,0.01572426
ADRB1,Bacteria;Firmicutes;Clostridia;Clostridiales;[Tissierellaceae];Peptoniphilus,0.4479255,0.3405777,0.0000247,0.1610932,0.4408497,1,0.24560696,0.01587498
CCR1,Bacteria;Synergistetes;Synergistia;Synergistales,0.561673,0.4288466,0.0000247,0.1787777,0.4892577,1,0.24565016,0.01587777
NDUFV2,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae,0.1795666,0.1600325,0.0000254,-0.2068236,-0.0754536,1,0.25071538,0.01620517
SWAP70,Bacteria;GN02,0.4536576,0.3287793,0.0000258,0.1764712,0.4842455,1,0.25424763,0.01643348
ANGPTL8,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.3625382,0.3473605,0.0000259,-0.3445363,-0.1255269,1,0.25511275,0.01648939
UBR7,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.6450292,0.5510664,0.000026,0.1046103,0.2872075,1,0.25591266,0.0165411
C1QTNF2,Bacteria;Firmicutes;Clostridia;Clostridiales;[Tissierellaceae];Peptoniphilus,0.7548081,0.6234553,0.0000262,0.08144279,0.2236991,1,0.25726638,0.01662859
MTA1,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.8141891,0.7650039,0.0000264,-0.2815199,-0.1024448,1,0.25875936,0.01672509
LYG1,Bacteria;Firmicutes;Clostridia;Clostridiales;Veillonellaceae;Selenomonas,0.2994746,0.2276259,0.0000265,0.08959252,0.2462787,1,0.25979869,0.01679227
DCSTAMP,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;fragilis,0.2493257,0.1930252,0.0000269,0.08136452,0.223866,1,0.26288545,0.01699179
DOLPP1,Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella,0.7260888,0.7055454,0.000027,-0.4478005,-0.1627288,1,0.26332931,0.01702048
POLD4,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.5794423,0.5241057,0.0000271,-0.3661244,-0.1329981,1,0.26456056,0.01710006
SMPD2,Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella,0.4882068,0.4498223,0.0000288,-0.5651102,-0.2045084,1,0.27825868,0.01798545
KLF16,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.3830268,0.3529306,0.0000292,-0.4985868,-0.1802367,1,0.28206358,0.01823138
SCAMP4,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.2329732,0.2147107,0.0000293,-0.4248057,-0.1535545,1,0.2823032,0.01824687
MRPS2,Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella,0.5196465,0.4962146,0.0000294,-0.6086845,-0.2199365,1,0.28342716,0.01831951
TYK2,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.2649799,0.2291253,0.0000299,-0.4088067,-0.1475726,1,0.28675858,0.01853484
RGS17,Bacteria;TM7;TM7-1,0.6670893,0.6023566,0.00003,-0.4021873,-0.1451375,1,0.28801084,0.01861578
HERPUD1,Bacteria;GN02,0.4356776,0.3614247,0.0000301,0.1359084,0.3766773,1,0.28864017,0.01865646
CXCL8,Bacteria;Chloroflexi;Anaerolineae,0.7361759,0.6758732,0.0000303,-1.046849,-0.3775819,1,0.28985115,0.01873473
FAM98C,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.3640819,0.2804085,0.0000305,-0.3547194,-0.1278869,1,0.2914333,0.018837
RHOT2,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.5219177,0.4590122,0.0000306,-0.4164666,-0.1500905,1,0.29277548,0.01892375
ELFN2,Bacteria;Firmicutes;Erysipelotrichi;Erysipelotrichales;Erysipelotrichaceae;Bulleidia;moorei,0.6509545,0.6050275,0.0000307,0.2692007,0.7470876,1,0.29324993,0.01895442
SF3B6,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.5929757,0.4999416,0.0000309,0.1163384,0.3229969,1,0.29439572,0.01902848
ZNF865,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.3485848,0.2997287,0.0000309,-0.4289529,-0.1544962,1,0.29444198,0.01903147
LHFPL4,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus,0.4802242,0.3959362,0.0000324,-0.384571,-0.1380843,1,0.30525117,0.01973013
MYL6,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Micrococcaceae;Rothia,0.3118303,0.2412487,0.0000332,0.1887518,0.5264956,1,0.31182365,0.02015494
GGCT,Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus,0.7110415,0.6730207,0.0000336,-0.8129545,-0.2911953,1,0.31510189,0.02036683
MMP25,Bacteria;Synergistetes;Synergistia;Synergistales,0.6392844,0.5438009,0.0000343,0.1228926,0.3435707,1,0.32053997,0.02071833
DBNDD1,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas,0.838294,0.8120714,0.0000346,-0.4576758,-0.1636142,1,0.32245235,0.02084194
ATG4D,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.3705215,0.3398153,0.0000354,-0.345246,-0.1232192,1,0.32848808,0.02123206
EHD1,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Micrococcaceae,0.8263605,0.7333393,0.0000354,-0.2059262,-0.0734948,1,0.32848808,0.02123206
TLDC2,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.5780759,0.5348016,0.0000355,-0.5109335,-0.1823244,1,0.32912003,0.02127291
WNT11,Bacteria;TM7,0.6026247,0.5381854,0.0000358,0.2677769,0.7507838,1,0.33117551,0.02140576
NCOA1,Bacteria;GN02,0.5813682,0.4856809,0.0000362,0.100791,0.2828408,1,0.33451505,0.02162162
COL20A1,Bacteria;Proteobacteria;Alphaproteobacteria;RF32,0.5377188,0.4153502,0.0000367,0.1214702,0.3411784,1,0.33820697,0.02186025
TNIP1,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.2846682,0.249774,0.0000368,-0.3639336,-0.1295597,1,0.33853462,0.02188142
USP17L7,Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Haemophilus;paracuniculus,0.4590746,0.371357,0.0000375,0.3405922,0.958074,1,0.34410782,0.02224165
DBT,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.4462334,0.3564334,0.0000379,0.1211426,0.3409825,1,0.34661839,0.02240392
PCDHGA11,Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria,0.6466338,0.5395531,0.0000379,0.2066137,0.5815905,1,0.34681307,0.02241651
GJA3,Bacteria;Firmicutes;Clostridia;Clostridiales;[Tissierellaceae];Parvimonas,0.3437075,0.2944856,0.0000388,0.078847,0.2223082,1,0.35395025,0.02287782
TCAIM,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.2082242,0.148841,0.000039,0.1346398,0.3797485,1,0.35515335,0.02295559
ZNF442,Bacteria;Chloroflexi;Anaerolineae,0.3578135,0.2733152,0.000039,0.1318624,0.3719179,1,0.35515335,0.02295559
SYN3,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae,0.2326191,0.1750655,0.0000397,0.1339312,0.3782052,1,0.3603315,0.02329028
USP54,Bacteria;Synergistetes;Synergistia;Synergistales,0.4940483,0.4693678,0.00004,-0.4231784,-0.1497925,1,0.36192938,0.02339356
EME2,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.3469495,0.3150933,0.0000404,-0.4799003,-0.1697361,1,0.36533653,0.02361378
PPP1CB,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.4525827,0.4115264,0.0000415,0.1236384,0.3502178,1,0.37342104,0.02413633
BARX2,Bacteria;Firmicutes;Clostridia;Clostridiales;[Tissierellaceae];Anaerococcus,0.3631025,0.3153352,0.0000426,0.1479461,0.4198093,1,0.38108589,0.02463176
CDK8,Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae,0.9433107,0.9129414,0.0000428,0.05650546,0.1603982,1,0.38271713,0.02473719
CD33,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales,0.1493852,0.1078918,0.000043,0.4854912,1.378587,1,0.3842165,0.02483411
PRR12,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.3655386,0.3004657,0.0000431,-0.4363335,-0.1536186,1,0.3855967,0.02492331
PHYKPL,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.3254541,0.2925494,0.0000437,-0.4098301,-0.1441564,1,0.38982962,0.02519691
FOSL1,Bacteria;Firmicutes;Clostridia;Clostridiales;[Tissierellaceae];Parvimonas,0.4042717,0.3258864,0.0000438,0.1392371,0.3958971,1,0.39019463,0.02522051
SAMSN1,Bacteria;Synergistetes;Synergistia;Synergistales,0.4008296,0.3036668,0.0000443,0.2182828,0.6211298,1,0.39359185,0.02544009
E2F7,Bacteria;Firmicutes;Clostridia;Clostridiales;[Tissierellaceae];Peptoniphilus,0.4241241,0.3650599,0.0000446,-0.5823525,-0.2045555,1,0.39585698,0.0255865
CHEK1,Bacteria;Firmicutes;Clostridia;Clostridiales;[Tissierellaceae];Peptoniphilus,0.2590489,0.2414072,0.0000447,-0.4902683,-0.1721702,1,0.39642687,0.02562333
SLC18A1,Bacteria;Firmicutes;Clostridia;Clostridiales;[Tissierellaceae];Finegoldia,0.2207729,0.1827619,0.0000447,0.1905278,0.5425394,1,0.39642687,0.02562333
FAP,Bacteria;TM7;TM7-1,0.4983731,0.4469242,0.0000463,-0.9085985,-0.3182701,1,0.40746504,0.02633679
MMADHC,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.2361763,0.1989166,0.0000464,0.1241327,0.3544264,1,0.40806068,0.02637529
STRN4,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.8223389,0.6944228,0.0000465,-0.2864756,-0.1003219,1,0.4085896,0.02640948
LAMB2,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales,0.2051234,0.1455076,0.0000466,0.7691139,2.196416,1,0.40885134,0.02642639
EFCAB1,Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales,0.1581451,0.117079,0.0000469,0.2414144,0.6898079,1,0.41136076,0.02658859
EIF3C,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcus;flavefaciens,0.647043,0.5663671,0.0000469,0.2056647,0.5876702,1,0.41136076,0.02658859
ZNF585B,Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae,0.3126693,0.2611195,0.000047,-0.417792,-0.1462092,1,0.41142787,0.02659293
LILRA4,Bacteria;Synergistetes;Synergistia;Synergistales,0.1704468,0.1082303,0.0000471,0.1796983,0.5136329,1,0.41249227,0.02666173
MSX1,Bacteria;Firmicutes;Clostridia;Clostridiales;[Tissierellaceae];Finegoldia,0.6934581,0.6233914,0.0000473,0.0806385,0.2305544,1,0.41380166,0.02674636
NAV2,Bacteria;Synergistetes;Synergistia;Synergistales,0.1747158,0.1550661,0.000048,-0.5271416,-0.1841875,1,0.41840841,0.02704412
R3HDM4,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.279227,0.2620657,0.0000481,-0.3867933,-0.1351202,1,0.4194903,0.02711405
NLRC5,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.2516242,0.2151181,0.0000483,-0.7865639,-0.2746845,1,0.42075762,0.02719597
PLXNB2,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.399961,0.3706908,0.0000486,-0.3908755,-0.1364563,1,0.42210959,0.02728335
IL1RAPL2,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia;producta,0.4330891,0.3411576,0.0000487,0.08625662,0.2471241,1,0.42275188,0.02732487
VARS2,Bacteria;Firmicutes;Erysipelotrichi;Erysipelotrichales;Erysipelotrichaceae;Catenibacterium,0.08583146,0.06406555,0.0000488,-0.6778534,-0.2365659,1,0.42341177,0.02736752
EXTL2,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.1807074,0.140742,0.0000492,0.1512694,0.4337326,1,0.42673315,0.0275822
RNF44,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales,0.5134344,0.4345319,0.0000493,-0.9793113,-0.3415007,1,0.42726656,0.02761668
DYRK4,Bacteria;GN02,0.3349158,0.266702,0.0000504,0.114777,0.3296617,1,0.43457927,0.02808934
N4BP2L2,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Dorea;formicigenerans,0.4803226,0.3960506,0.0000508,0.1308502,0.376061,1,0.43789426,0.0283036
DZIP3,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.3231174,0.2536935,0.0000509,0.1772561,0.5094455,1,0.43790235,0.02830413
LANCL1,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.1819471,0.1420421,0.0000509,0.1563721,0.449445,1,0.43810778,0.02831741
KLLN,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;copri,0.4054881,0.3272629,0.0000518,0.0959923,0.2762544,1,0.44429051,0.02871703
PTPN20,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;[Odoribacteraceae],0.257832,0.2021694,0.0000519,0.2070018,0.5957839,1,0.44454015,0.02873317
FAM193B,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.2616313,0.2062536,0.0000522,-0.5073404,-0.1761794,1,0.44713329,0.02890078
C1D,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.2828774,0.2290932,0.0000532,0.1363201,0.3930902,1,0.453736,0.02932755
UNC119,Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;anginosus,0.6560828,0.5650459,0.0000538,0.07686772,0.2218399,1,0.45780186,0.02959035
HTRA4,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcus;flavefaciens,0.3761364,0.3121504,0.0000543,-0.33316,-0.1153616,1,0.46109902,0.02980346
FAM177B,Bacteria;GN02,0.158756,0.1177197,0.0000544,0.3487919,1.007479,1,0.46178765,0.02984797
C4orf48,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.3258703,0.2929859,0.0000548,-0.4078499,-0.1411356,1,0.46381018,0.0299787
MRPS18A,Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella,0.3191698,0.3029595,0.000055,-0.5032371,-0.1740991,1,0.46474163,0.0300389
PP2D1,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcus;flavefaciens,0.2000929,0.1610731,0.0000555,-0.3870106,-0.1337909,1,0.46851202,0.03028261
PPP1R9B,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.8382097,0.760104,0.0000556,-0.3199678,-0.1106071,1,0.46873231,0.03029684
MSH5,Bacteria;Firmicutes;Erysipelotrichi;Erysipelotrichales;Erysipelotrichaceae;Catenibacterium,0.2714169,0.2358763,0.0000565,-0.6279046,-0.2168,1,0.47444719,0.03066623
SLC26A7,Bacteria;Firmicutes;Bacilli;Gemellales;Gemellaceae;Gemella,0.8567612,0.763105,0.0000564,0.1031218,0.2986636,1,0.47444719,0.03066623
CEACAM1,Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Haemophilus;paracuniculus,0.412461,0.3683956,0.0000565,-2.274097,-0.7851313,1,0.47483459,0.03069127
ERLIN1,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Micrococcaceae;Rothia,0.5200241,0.4966106,0.0000569,-0.3513656,-0.1212438,1,0.47755746,0.03086726
DFFA,Bacteria;Verrucomicrobia,0.5095201,0.4592145,0.0000576,-0.2243951,-0.0773648,1,0.4822388,0.03116985
RIIAD1,Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae,0.2895086,0.2548505,0.0000577,0.1080661,0.3135166,1,0.48365388,0.03126131
SLC28A3,Bacteria;Firmicutes;Clostridia;Clostridiales;Veillonellaceae;Selenomonas,0.9987692,0.9970597,0.0000581,0.1995684,0.5792674,1,0.48634014,0.03143494
ARSI,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales,0.1610796,0.1201567,0.0000587,0.6573862,1.909538,1,0.49015701,0.03168164
FBRSL1,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.4722726,0.4181467,0.0000593,-0.5034591,-0.1732017,1,0.49374777,0.03191374
GRAMD2A,Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales,0.5735622,0.5044101,0.0000594,0.2155796,0.6267928,1,0.49496521,0.03199243
AKR1C2,Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae,0.4394918,0.3485986,0.0000595,0.1921081,0.5585736,1,0.4951506,0.03200441
DNAH11,Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Haemophilus;paracuniculus,0.216681,0.1784703,0.0000596,0.5867541,1.706349,1,0.49613773,0.03206821
ABHD5,Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;aureus,0.2681758,0.232477,0.00006,0.09996462,0.2908508,1,0.49863436,0.03222958
RGS16,Bacteria;TM7;TM7-1,0.5451747,0.4714192,0.0000606,-0.5224798,-0.1794428,1,0.50268899,0.03249166
MED12,Bacteria;Firmicutes;Erysipelotrichi;Erysipelotrichales;Erysipelotrichaceae;Catenibacterium,0.2360658,0.2178769,0.0000608,-0.7931874,-0.2723368,1,0.50407026,0.03258094
ACSS2,Bacteria;GN02,0.614627,0.56392,0.000061,-0.6055559,-0.2078655,1,0.5049972,0.03264085
CABCOCO1,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae,0.4113725,0.3339216,0.000061,0.08609937,0.2508254,1,0.5049972,0.03264085
